,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-151.99153684375392,24.73111264568245,-206.92280900738763,-114.85398179326472,,
1,0,0.06831197554685957,29.445007998836644,-57.996403833787866,34.507240988562586,0.22792820632457733,0.00682747783139348
2,1,101.05851282035886,22.613742594768507,65.16850783928385,132.67741883130034,0.008477254770696163,0.005004342645406723
3,2,187.2836559017455,39.5907670312016,113.88670105976402,229.83860664577858,0.006012496538460255,0.004649643320590258
4,3,213.4733055663813,15.636758467844002,177.072320648768,235.70601105347058,0.004297424107789993,0.005027837119996548
5,4,232.70307254741252,39.79689619568787,145.83420061259216,294.78343751636504,0.004120371304452419,0.0027790910098701715
6,5,210.28251439738423,27.344997191916026,172.58698241241072,251.71387345720137,0.0031032112892717123,0.002379179233685136
7,6,240.6339759709104,22.564722791705815,201.64021922400335,286.9012952205681,0.0022379239089787006,0.0016707578906789422
8,7,277.2608698415233,44.151047962680686,229.13907530061607,367.4084970047821,0.0022746280301362276,0.0016940461937338114
9,8,307.3952562723982,30.452474069241312,263.9858487080387,373.91429039728814,0.0019686040468513966,0.002182265277951956
10,9,292.49063491071695,30.675096894658914,241.7122119520632,338.5156519671509,0.0017775079468265176,0.0016229054890573025
11,10,324.4279526266315,44.05530292765607,244.24799732934582,377.5264275546742,0.0019116211915388703,0.0017044456908479333
