,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-162.24674906839854,31.521480612482293,-214.90991511513917,-111.8425262328137,,
1,0,-51.249808148316376,24.259611332800603,-83.40168771674328,-11.502212685141007,0.24367055296897888,0.007478604093194008
2,1,-10.226911121298395,15.915614765183308,-37.72893697701795,14.407243752140518,0.010078233666718006,0.004831073340028524
3,2,24.074473602442943,16.46865789163419,-10.206548606838965,47.98905239134079,0.006101512815803289,0.00377675611525774
4,3,59.33694531619949,24.391608226684912,10.234973620600785,97.28647880785878,0.003907753620296717,0.003282496239989996
5,4,49.75436837440036,39.80621150233815,-25.046762674090125,99.02123919879938,0.0031762458384037018,0.0027631912380456924
6,5,67.04996252602953,37.266456740499564,5.101967363963084,140.96496613587232,0.0024227811954915524,0.0022785132750868797
7,6,111.94990738639126,29.086529264773663,71.68883360307237,165.3435318401501,0.0021386947482824326,0.001613994245417416
8,7,65.71576457665256,37.24021281461195,28.185846852101594,156.7322169792236,0.0017238303553313017,0.0024146197829395533
9,8,124.25751574064229,39.37259745567373,62.79448628645949,184.24361464513282,0.0019072279101237655,0.0013301430735737085
10,9,112.2555570677843,30.856745504450267,63.73172576796621,174.70413752128565,0.0015697728376835585,0.0012800452532246709
11,10,93.48106406739612,21.530239771157845,46.267645364363155,116.79537581467524,0.0015734725166112185,0.0010880593908950686
