,Itr,ReturnAvg,ReturnStd,ReturnMin,ReturnMax,TrainingLossStart,TrainingLossFinal
0,-1,-159.9342130572963,37.88823319486819,-249.1567601336517,-116.28435839920436,,
1,0,4.198086845035498,13.413376247691103,-22.986707125312517,17.90276552107995,0.22230371832847595,0.008347366005182266
2,1,68.05217110496518,26.40214797484587,33.08698681842091,118.49288668669533,0.01163797453045845,0.007955062203109264
3,2,118.82793570488764,36.71859757521403,57.123630388338164,186.95009355671698,0.006691941525787115,0.0035802340134978294
4,3,168.84518139603378,32.71580494929767,126.35550716144213,231.88928413443637,0.004827368073165417,0.0062254974618554115
5,4,218.14986550776672,44.95529082240288,142.78357704377208,304.9278997326075,0.00414110254496336,0.002628442831337452
6,5,312.36003732268784,29.606906554674367,262.16620354587235,381.11946979595103,0.00302129122428596,0.0022982358932495117
7,6,285.36629286917577,33.25059148768395,238.6140635623973,340.1380175059617,0.002920005703344941,0.0023450013250112534
8,7,312.36729623109255,37.51578742631195,243.53228253674536,361.8274757677326,0.002480824012309313,0.0013798241270706058
9,8,294.31579261469545,51.11576994339331,180.2827023451382,365.1469080861793,0.002665036590769887,0.002189775463193655
10,9,336.74886063378057,48.327436068566946,278.94705630755703,418.93826781612296,0.0017787988763302565,0.0018385741859674454
11,10,320.97457623348726,49.164214646171644,245.621533024243,402.8678301249741,0.0019530629506334662,0.001465539331547916
